year,route_id,distance,passengers_daily,airfare,market_share
1997,868,1014,183,175,0.7138999700546265
1998,868,1014,211,175,0.7308000326156616
1999,868,1014,223,179,0.7491000294685364
2000,868,1014,261,168,0.7915000319480896
1997,869,700,160,178,0.6869999766349792
1998,869,700,179,174,0.5877000093460083
1999,869,700,158,174,0.6144999861717224
2000,869,700,161,172,0.5871999859809875
1997,870,2585,555,314,0.5587999820709229
1998,870,2585,541,330,0.5493999719619751
1999,870,2585,540,361,0.49560001492500305
2000,870,2585,609,359,0.4611999988555908
1997,871,2724,257,234,0.4952999949455261
1998,871,2724,267,247,0.46150001883506775
1999,871,2724,215,293,0.3708000183105469
2000,871,2724,201,300,0.34919998049736023
1997,872,1069,119,237,0.6880000233650208
1998,872,1069,201,216,0.7815000414848328
1999,872,1069,188,228,0.7487000226974487
2000,872,1069,166,239,0.7700999975204468
1997,873,406,27,116,0.6544999480247498
1998,873,406,23,141,0.6937999725341797
1999,873,406,15,155,0.8101999759674072
2000,873,406,210,179,0.9141000509262085
1997,874,204,516,75,0.5333999991416931
1998,874,204,463,78,0.5604999661445618
1999,874,204,397,97,0.6011999845504761
2000,874,204,337,120,0.5856999754905701
1997,875,920,827,197,0.7523999810218811
1998,875,920,904,183,0.7436000108718872
1999,875,920,1257,152,0.4986000061035156
2000,875,920,1076,183,0.5821999907493591
1997,876,297,417,239,0.9760000109672546
1998,876,297,386,240,0.9701999425888062
1999,876,297,682,107,0.8683000206947327
2000,876,297,703,117,0.8569999933242798
1997,877,734,822,196,0.6722000241279602
1998,877,734,800,188,0.6855999827384949
1999,877,734,844,200,0.6541000604629517
2000,877,734,794,233,0.6419999599456787
1997,878,1066,766,127,0.311599999666214
1998,878,1066,788,127,0.3144000172615051
1999,878,1066,847,125,0.28110000491142273
2000,878,1066,863,140,0.27079999446868896
1997,879,690,239,211,0.6598000526428223
1998,879,690,277,196,0.5590999722480774
1999,879,690,299,207,0.5092999935150146
2000,879,690,317,220,0.4880000054836273
1997,880,1461,386,178,0.542900025844574
1998,880,1461,358,176,0.5945000052452087
1999,880,1461,413,186,0.44020000100135803
2000,880,1461,507,180,0.3806000053882599
1997,881,1742,184,192,0.30709999799728394
1998,881,1742,195,173,0.24420000612735748
1999,881,1742,176,201,0.2759000062942505
2000,881,1742,148,225,0.2533000111579895
1997,882,1847,359,196,0.31769999861717224
1998,882,1847,375,182,0.3246999979019165
1999,882,1847,356,203,0.3119000196456909
2000,882,1847,460,187,0.25440001487731934
1997,883,1697,111,302,0.5627000331878662
1998,883,1697,121,271,0.414900004863739
1999,883,1697,121,277,0.4829000234603882
2000,883,1697,183,210,0.48750001192092896
1997,884,1077,529,125,0.38040000200271606
1998,884,1077,416,123,0.26170000433921814
1999,884,1077,380,133,0.5063999891281128
2000,884,1077,353,145,0.39180001616477966
1997,885,632,343,178,0.7108999490737915
1998,885,632,354,174,0.6938999891281128
1999,885,632,557,121,0.6080999970436096
2000,885,632,448,191,0.7714999914169312
1997,886,695,184,242,0.8395999670028687
1998,886,695,203,218,0.8398000597953796
1999,886,695,190,230,0.7773000597953796
2000,886,695,196,239,0.7869999408721924
1997,887,1041,173,261,0.660800039768219
1998,887,1041,164,228,0.6484999656677246
1999,887,1041,191,254,0.628600001335144
2000,887,1041,299,205,0.7265000343322754
1997,888,1016,1450,322,0.704800009727478
1998,888,1016,1479,291,0.7095999717712402
1999,888,1016,1810,296,0.6462000012397766
2000,888,1016,1936,296,0.6074000000953674
1997,889,282,207,229,0.9162999987602234
1998,889,282,292,147,0.8227999806404114
1999,889,282,213,230,0.9898000359535217
2000,889,282,211,242,0.9835000038146973
1997,890,1310,594,220,0.6895999908447266
1998,890,1310,657,206,0.6448999643325806
1999,890,1310,1178,153,0.681600034236908
2000,890,1310,1461,150,0.6798999905586243
1997,891,980,508,299,0.6623000502586365
1998,891,980,536,283,0.6164000034332275
1999,891,980,517,294,0.5983999967575073
2000,891,980,598,282,0.5231000185012817
1997,892,1276,1134,188,0.5929000377655029
1998,892,1276,1206,182,0.6075000166893005
1999,892,1276,1486,170,0.590399980545044
2000,892,1276,1619,175,0.6003000140190125
1997,893,727,205,225,0.5231000185012817
1998,893,727,307,158,0.454800009727478
1999,893,727,369,157,0.5254999995231628
2000,893,727,328,193,0.5415000319480896
1997,894,1427,291,263,0.7523999810218811
1998,894,1427,288,283,0.7133999466896057
1999,894,1427,293,288,0.6580999493598938
2000,894,1427,335,281,0.7319999933242798
1997,895,982,174,255,0.6848000288009644
1998,895,982,186,257,0.7273000478744507
1999,895,982,215,262,0.6624000072479248
2000,895,982,249,254,0.6514999866485596
1997,896,992,263,201,0.45410001277923584
1998,896,992,311,174,0.5181999802589417
1999,896,992,256,212,0.4327999949455261
2000,896,992,278,223,0.46389999985694885
1997,897,1098,138,246,0.38199999928474426
1998,897,1098,138,243,0.3913000226020813
1999,897,1098,256,173,0.3790999948978424
2000,897,1098,318,174,0.5450999736785889
1997,898,1533,443,223,0.680899977684021
1998,898,1533,427,229,0.6891999840736389
1999,898,1533,508,211,0.6003000140190125
2000,898,1533,569,218,0.6044999957084656
1997,899,1589,947,249,0.7723000049591064
1998,899,1589,937,254,0.7598000168800354
1999,899,1589,1152,242,0.680899977684021
2000,899,1589,1277,254,0.7045999765396118
1997,900,1577,177,417,0.6901999711990356
1998,900,1577,188,340,0.6265000104904175
1999,900,1577,190,356,0.656999945640564
2000,900,1577,216,381,0.7101999521255493
1997,901,1523,209,352,0.7173999547958374
1998,901,1523,219,326,0.7041000127792358
1999,901,1523,187,334,0.6940000057220459
2000,901,1523,252,316,0.755299985408783
1997,902,1399,595,234,0.8202999830245972
1998,902,1399,604,217,0.8123000264167786
1999,902,1399,885,174,0.7243000268936157
2000,902,1399,852,203,0.7169999480247498
1997,903,449,484,224,0.4749999940395355
1998,903,449,575,195,0.5210999846458435
1999,903,449,501,229,0.49410000443458557
2000,903,449,560,236,0.48339998722076416
1997,904,1308,339,256,0.6823999881744385
1998,904,1308,371,239,0.6664000153541565
1999,904,1308,370,239,0.6437999606132507
2000,904,1308,466,221,0.6362000107765198
1997,905,1300,112,240,0.6562999486923218
1998,905,1300,114,233,0.5773000121116638
1999,905,1300,96,237,0.5622000098228455
2000,905,1300,124,231,0.557200014591217
1997,906,923,819,283,0.8383999466896057
1998,906,923,842,255,0.8392999768257141
1999,906,923,1041,226,0.7188999652862549
2000,906,923,1110,245,0.725100040435791
1997,907,559,294,104,0.4440000057220459
1998,907,559,401,101,0.6430999636650085
1999,907,559,720,90,0.7183000445365906
2000,907,559,687,98,0.6220999956130981
1997,908,471,432,69,0.8530000448226929
1998,908,471,420,75,0.9221000075340271
1999,908,471,495,71,0.9093000292778015
2000,908,471,435,81,0.9139000177383423
1997,909,764,838,228,0.4961000084877014
1998,909,764,825,236,0.5074999928474426
1999,909,764,735,247,0.45389997959136963
2000,909,764,689,272,0.43970000743865967
1997,910,616,612,96,0.534500002861023
1998,910,616,661,102,0.5493999719619751
1999,910,616,664,103,0.5468000173568726
2000,910,616,699,111,0.49950000643730164
1997,911,675,305,203,0.8689000010490417
1998,911,675,296,208,0.8233999609947205
1999,911,675,324,202,0.819599986076355
2000,911,675,280,249,0.8677999973297119
1997,912,1449,299,171,0.5527999997138977
1998,912,1449,330,182,0.582099974155426
1999,912,1449,342,173,0.582099974155426
2000,912,1449,324,180,0.6723000407218933
1997,913,908,221,111,0.756600022315979
1998,913,908,225,117,0.7703999876976013
1999,913,908,196,134,0.7531999945640564
2000,913,908,209,140,0.8001999855041504
1997,914,443,254,132,0.6111999750137329
1998,914,443,216,168,0.6476999521255493
1999,914,443,518,81,0.6848000288009644
2000,914,443,562,89,0.8388999700546265
1997,915,1406,129,170,0.39020001888275146
1998,915,1406,103,199,0.3725999891757965
1999,915,1406,132,170,0.484000027179718
2000,915,1406,133,188,0.44189998507499695
1997,916,823,214,109,0.7261000275611877
1998,916,823,227,113,0.6309999823570251
1999,916,823,215,121,0.6523000597953796
2000,916,823,204,134,0.683899998664856
1997,917,1754,177,156,0.409199982881546
1998,917,1754,179,192,0.39560002088546753
1999,917,1754,188,166,0.36000001430511475
2000,917,1754,188,187,0.4650999903678894
1997,918,1968,150,228,0.25
1998,918,1968,168,218,0.26330000162124634
1999,918,1968,168,204,0.3400000035762787
2000,918,1968,160,230,0.23999999463558197
1997,919,1980,176,194,0.25929999351501465
1998,919,1980,170,198,0.23469999432563782
1999,919,1980,231,162,0.3167000114917755
2000,919,1980,216,187,0.3968000113964081
1997,920,612,399,106,0.7285000085830688
1998,920,612,482,113,0.8077999949455261
1999,920,612,490,113,0.8521000146865845
2000,920,612,487,121,0.8461000323295593
1997,921,562,337,159,0.7872000336647034
1998,921,562,243,153,0.8188999891281128
1999,921,562,269,160,0.8604000210762024
2000,921,562,231,208,0.7961000204086304
1997,922,1168,1019,240,0.43369999527931213
1998,922,1168,1207,203,0.4162999987602234
1999,922,1168,1400,200,0.39009997248649597
2000,922,1168,1520,219,0.38509997725486755
1997,923,550,499,79,0.8705000281333923
1998,923,550,525,88,0.8876999616622925
1999,923,550,524,86,0.9017999768257141
2000,923,550,734,96,0.7443000078201294
1997,924,1088,401,190,0.6747000217437744
1998,924,1088,423,181,0.6762000322341919
1999,924,1088,482,170,0.7098000049591064
2000,924,1088,501,178,0.6769999861717224
1997,925,1302,229,161,0.5720999836921692
1998,925,1302,222,173,0.6049000024795532
1999,925,1302,254,179,0.5985000133514404
2000,925,1302,276,171,0.4945000112056732
1997,926,1429,156,136,0.7255000472068787
1998,926,1429,143,169,0.8507000207901001
1999,926,1429,146,155,0.8210999965667725
2000,926,1429,161,159,0.7480999827384949
1997,927,495,282,98,0.6611000299453735
1998,927,495,264,110,0.6700000166893005
1999,927,495,277,104,0.6761000156402588
2000,927,495,283,109,0.6787000298500061
1997,928,1601,196,181,0.2198999971151352
1998,928,1601,192,193,0.2287999987602234
1999,928,1601,224,180,0.24650000035762787
2000,928,1601,294,170,0.5763999819755554
1997,929,1912,340,236,0.42320001125335693
1998,929,1912,387,218,0.5234999656677246
1999,929,1912,413,202,0.45810002088546753
2000,929,1912,515,210,0.448199987411499
1997,930,2090,183,212,0.27239999175071716
1998,930,2090,207,207,0.25280001759529114
1999,930,2090,267,180,0.21790000796318054
2000,930,2090,243,213,0.22200000286102295
1997,931,604,298,140,0.7663999795913696
1998,931,604,308,159,0.758899986743927
1999,931,604,310,175,0.7421000003814697
2000,931,604,315,187,0.6895999908447266
1997,932,487,484,85,0.6744999885559082
1998,932,487,478,94,0.817300021648407
1999,932,487,539,93,0.794700026512146
2000,932,487,524,97,0.8423000574111938
1997,933,969,629,166,0.5038999915122986
1998,933,969,656,149,0.39650002121925354
1999,933,969,711,157,0.46400001645088196
2000,933,969,645,178,0.48520001769065857
1997,934,296,606,147,0.41919997334480286
1998,934,296,528,168,0.5267999768257141
1999,934,296,509,176,0.4959000051021576
2000,934,296,524,182,0.42169997096061707
1997,935,2569,92,381,0.5748000144958496
1998,935,2569,86,451,0.5536999702453613
1999,935,2569,94,409,0.49300000071525574
2000,935,2569,468,294,0.4966999888420105
1997,936,1338,211,226,0.3160000145435333
1998,936,1338,194,244,0.3172999918460846
1999,936,1338,189,279,0.29409998655319214
2000,936,1338,192,292,0.30410000681877136
1997,937,1137,244,275,0.3338000178337097
1998,937,1137,264,259,0.34310001134872437
1999,937,1137,263,246,0.3302000164985657
2000,937,1137,248,270,0.3091999888420105
1997,938,2425,126,305,0.2207999974489212
1998,938,2425,139,303,0.2800999879837036
1999,938,2425,145,317,0.2838999927043915
2000,938,2425,362,232,0.6172000169754028
1997,939,945,5367,135,0.4349000155925751
1998,939,945,5582,132,0.4145999848842621
1999,939,945,6368,122,0.4361000061035156
2000,939,945,7365,121,0.3749000132083893
1997,940,2143,1788,294,0.3874000310897827
1998,940,2143,1575,310,0.3934999704360962
1999,940,2143,1702,296,0.3300999701023102
2000,940,2143,1679,355,0.3100000023841858
1997,941,330,1518,180,0.7283999919891357
1998,941,330,1499,187,0.7566999793052673
1999,941,330,1494,195,0.7191999554634094
2000,941,330,1504,203,0.755299985408783
1997,942,284,143,178,0.5918999910354614
1998,942,284,145,170,0.921500027179718
1999,942,284,146,191,0.8069999814033508
2000,942,284,266,209,0.3606000244617462
1997,943,2453,502,337,0.24180001020431519
1998,943,2453,608,281,0.30250000953674316
1999,943,2453,609,332,0.25120002031326294
2000,943,2453,577,376,0.2842999994754791
1997,944,427,1652,165,0.4424000084400177
1998,944,427,1676,168,0.4641000032424927
1999,944,427,1829,164,0.32519999146461487
2000,944,427,2021,154,0.40230000019073486
1997,945,2406,134,293,0.3077000081539154
1998,945,2406,139,272,0.32889997959136963
1999,945,2406,142,297,0.2135000079870224
2000,945,2406,153,298,0.25850000977516174
1997,946,292,566,215,0.5252000093460083
1998,946,292,514,211,0.5544999837875366
1999,946,292,537,224,0.5713000297546387
2000,946,292,632,211,0.40119999647140503
1997,947,254,768,138,0.6643000245094299
1998,947,254,678,129,0.6266000270843506
1999,947,254,661,144,0.6562000513076782
2000,947,254,1308,100,0.49330002069473267
1997,948,2512,200,362,0.35669997334480286
1998,948,2512,195,351,0.5031000375747681
1999,948,2512,212,352,0.45229998230934143
2000,948,2512,257,344,0.359000027179718
1997,949,1982,510,305,0.4334000051021576
1998,949,1982,604,284,0.5274999737739563
1999,949,1982,562,301,0.5568000078201294
2000,949,1982,692,287,0.5749000310897827
1997,950,1574,567,250,0.4408000111579895
1998,950,1574,482,263,0.444599986076355
1999,950,1574,494,301,0.445499986410141
2000,950,1574,505,318,0.476500004529953
1997,951,2426,1025,342,0.3029000163078308
1998,951,2426,1188,318,0.351500004529953
1999,951,2426,1242,335,0.34630000591278076
2000,951,2426,1265,383,0.3179999887943268
1997,952,2577,5034,392,0.3815999925136566
1998,952,2577,5455,365,0.40299999713897705
1999,952,2577,5713,404,0.3941999673843384
2000,952,2577,5161,477,0.36970001459121704
1997,953,2565,210,427,0.3179999887943268
1998,953,2565,398,341,0.5271999835968018
1999,953,2565,627,368,0.45590001344680786
2000,953,2565,808,458,0.4296000003814697
1997,954,2434,399,394,0.3440000116825104
1998,954,2434,575,312,0.4918999969959259
1999,954,2434,616,361,0.4854000210762024
2000,954,2434,667,401,0.41419997811317444
1997,955,1034,431,168,0.5259999632835388
1998,955,1034,413,169,0.5741999745368958
1999,955,1034,389,173,0.6083000302314758
2000,955,1034,342,172,0.5550999641418457
1997,956,713,364,164,0.335099995136261
1998,956,713,438,147,0.36490002274513245
1999,956,713,416,158,0.33390000462532043
2000,956,713,521,139,0.3472000062465668
1997,957,2402,994,381,0.31459999084472656
1998,957,2402,1191,326,0.3458999991416931
1999,957,2402,1200,375,0.31470000743865967
2000,957,2402,1287,416,0.32679998874664307
1997,958,882,1145,271,0.69029998779296875
1998,958,882,1212,273,0.7275000214576721
1999,958,882,1163,294,0.6640000343322754
2000,958,882,1198,310,0.6530000567436218
1997,959,198,435,141,0.6190000176429749
1998,959,198,363,138,0.5961000323295593
1999,959,198,320,155,0.6220999956130981
2000,959,198,373,161,0.6725000143051147
1997,960,998,2770,160,0.3847000002861023
1998,960,998,2781,156,0.3328000009059906
1999,960,998,3232,143,0.3336000144481659
2000,960,998,3914,130,0.25870001316070557
1997,961,2126,286,300,0.36000001430511475
1998,961,2126,318,271,0.39250001311302185
1999,961,2126,325,267,0.3068000078201294
2000,961,2126,305,295,0.31520000100135803
1997,962,1226,200,245,0.445499986410141
1998,962,1226,201,263,0.4334999918937683
1999,962,1226,159,323,0.42069998383522034
2000,962,1226,185,321,0.37459999322891235
1997,963,214,5676,133,0.45009997487068176
1998,963,214,5937,129,0.46939998865127563
1999,963,214,6342,127,0.4002000093460083
2000,963,214,5889,133,0.3904000222682953
1997,964,1024,3879,154,0.313400000333786
1998,964,1024,4043,149,0.2989000082015991
1999,964,1024,3768,160,0.3179999887943268
2000,964,1024,4273,144,0.3133000135421753
1997,965,991,263,120,0.6323000192642212
1998,965,991,100,134,0.6754000186920166
1999,965,991,105,134,0.5020999908447266
2000,965,991,68,140,0.6965000033378601
1997,966,463,167,156,0.8987999558448792
1998,966,463,162,181,0.9287999868392944
1999,966,463,201,158,0.545199990272522
2000,966,463,151,146,0.9705000519752502
1997,967,656,235,120,0.4058000147342682
1998,967,656,190,123,0.6406999826431274
1999,967,656,200,132,0.5189999938011169
2000,967,656,225,124,0.4659000039100647
1997,968,2334,159,263,0.41819998621940613
1998,968,2334,160,257,0.3416999876499176
1999,968,2334,173,263,0.36640000343322754
2000,968,2334,195,273,0.4431000053882599
1997,969,361,1523,64,0.9896000027656555
1998,969,361,1615,70,0.9771000146865845
1999,969,361,1756,72,0.9758999347686768
2000,969,361,1745,80,0.9773000478744507
1997,970,646,968,91,0.6484999656677246
1998,970,646,968,103,0.6762000322341919
1999,970,646,1105,98,0.6707000136375427
2000,970,646,1118,114,0.6651999950408936
1997,971,543,999,79,0.5386999845504761
1998,971,543,1013,84,0.5788000226020813
1999,971,543,1212,76,0.5458000302314758
2000,971,543,1270,89,0.5529000163078308
1997,972,180,547,54,0.992900013923645
1998,972,180,531,60,0.9896000027656555
1999,972,180,543,58,0.9900000095367432
2000,972,180,518,65,0.9901000261306763
1997,973,588,656,81,0.5518999695777893
1998,973,588,542,95,0.9894000291824341
1999,973,588,658,91,0.9898999929428101
2000,973,588,680,98,0.9858999848365784
1997,974,446,1695,66,0.98089998960495
1998,974,446,1831,73,0.9702999591827393
1999,974,446,1922,80,0.9575999975204468
2000,974,446,2063,87,0.9453999996185303
1997,975,371,1857,72,0.6548000574111938
1998,975,371,1936,79,0.6624000072479248
1999,975,371,2060,80,0.6184999942779541
2000,975,371,2153,88,0.6165000200271606
1997,976,671,1572,81,0.6082000136375427
1998,976,671,1533,85,0.6481999754905701
1999,976,671,1918,80,0.5961999893188477
2000,976,671,1957,97,0.5577999949455261
1997,977,724,201,86,0.778700053691864
1998,977,724,192,96,0.7879000306129456
1999,977,724,243,84,0.7989000082015991
2000,977,724,240,104,0.7972000241279602
1997,978,748,248,99,0.7958999872207642
1998,978,748,262,113,0.7664999961853027
1999,978,748,222,115,0.5908000469207764
2000,978,748,227,126,0.6360999941825867
1997,979,1071,162,142,0.2661000192165375
1998,979,1071,145,159,0.21719999611377716
1999,979,1071,169,164,0.2798999845981598
2000,979,1071,168,167,0.23430000245571136
1997,980,833,275,130,0.7462999820709229
1998,980,833,256,150,0.8148000240325928
1999,980,833,263,153,0.7875000238418579
2000,980,833,263,162,0.8082000017166138
1997,981,407,189,102,0.7216000556945801
1998,981,407,172,109,0.7850000262260437
1999,981,407,178,108,0.6380000114440918
2000,981,407,163,115,0.7826000452041626
1997,982,1522,132,174,0.3100000023841858
1998,982,1522,125,181,0.4275999963283539
1999,982,1522,148,166,0.4478999972343445
2000,982,1522,142,182,0.5110999941825867
1997,983,462,334,75,0.5080000162124634
1998,983,462,350,74,0.5246999859809875
1999,983,462,336,71,0.5393000245094299
2000,983,462,316,86,0.5095999836921692
1997,984,1212,307,117,0.24879999458789825
1998,984,1212,324,112,0.2954999804496765
1999,984,1212,257,142,0.3098999857902527
2000,984,1212,270,149,0.28270000219345093
1997,985,1037,532,116,0.5550999641418457
1998,985,1037,496,135,0.5436999797821045
1999,985,1037,581,133,0.5613000392913818
2000,985,1037,541,138,0.5267999768257141
1997,986,1316,130,146,0.30629998445510864
1998,986,1316,181,138,0.5110999941825867
1999,986,1316,148,156,0.3638000190258026
2000,986,1316,159,156,0.3775999844074249
1997,987,1435,146,165,0.45159998536109924
1998,987,1435,183,157,0.6110000014305115
1999,987,1435,148,175,0.571399986743927
2000,987,1435,129,173,0.45270001888275146
1997,988,1370,133,188,0.29770001769065857
1998,988,1370,155,168,0.45730000734329224
1999,988,1370,166,164,0.4852999746799469
2000,988,1370,151,175,0.39800000190734863
1997,989,342,353,67,0.5084999799728394
1998,989,342,435,76,0.5504999756813049
1999,989,342,434,71,0.513700008392334
2000,989,342,369,82,0.5315999984741211
1997,990,1013,224,181,0.6421999931335449
1998,990,1013,242,187,0.6359000205993652
1999,990,1013,253,189,0.6358000040054321
2000,990,1013,267,206,0.6352999806404114
1997,991,325,1440,58,0.7932000160217285
1998,991,325,1493,62,0.8138999938964844
1999,991,325,1638,60,0.8046000003814697
2000,991,325,1495,68,0.7874000072479248
1997,992,838,493,115,0.6916000247001648
1998,992,838,515,121,0.7498999834060669
1999,992,838,528,123,0.7113999724388123
2000,992,838,537,132,0.6868000030517578
1997,993,394,333,68,0.5530999898910522
1998,993,394,275,87,0.8259999752044678
1999,993,394,231,91,0.8694000244140625
2000,993,394,286,95,0.9101999402046204
1997,994,389,1560,61,0.9817000031471252
1998,994,389,1715,70,0.9658999443054199
1999,994,389,1737,77,0.9578999876976013
2000,994,389,1891,82,0.968000054359436
1997,995,558,426,87,0.7649999856948853
1998,995,558,418,96,0.7311000227928162
1999,995,558,375,105,0.7276000380516052
2000,995,558,450,100,0.7094999551773071
1997,996,363,762,75,0.9679000377655029
1998,996,363,664,77,0.9737999439239502
1999,996,363,609,84,0.9789000153541565
2000,996,363,542,96,0.9862000346183777
1997,997,333,934,64,0.9876999855041504
1998,997,333,958,71,0.9821000099182129
1999,997,333,1000,73,0.9790000319480896
2000,997,333,1000,82,0.9780000448226929
1997,998,956,758,116,0.7110999822616577
1998,998,956,721,122,0.7820999622344971
1999,998,956,735,128,0.74160003662109375
2000,998,956,776,139,0.717799961566925
1997,999,1549,170,183,0.4868999719619751
1998,999,1549,171,208,0.4834999740123749
1999,999,1549,184,195,0.45229998230934143
2000,999,1549,198,197,0.4796999990940094
1997,1000,861,1704,129,0.8426999449729919
1998,1000,861,1687,138,0.8479000329971313
1999,1000,861,1559,151,0.7904000282287598
2000,1000,861,2230,127,0.7443000078201294
1997,1001,1849,459,181,0.2777999937534332
1998,1001,1849,468,182,0.32509997487068176
1999,1001,1849,617,166,0.2638999819755554
2000,1001,1849,575,177,0.334199994802475
1997,1002,834,575,156,0.8966999650001526
1998,1002,834,654,148,0.8700000047683716
1999,1002,834,632,155,0.854200005531311
2000,1002,834,797,148,0.880899965763092
1997,1003,2537,249,205,0.3579999804496765
1998,1003,2537,305,184,0.3311000168323517
1999,1003,2537,309,182,0.258899986743927
2000,1003,2537,326,190,0.3109999895095825
1997,1004,1073,1017,102,0.5029000043869019
1998,1004,1073,976,111,0.40630000829696655
1999,1004,1073,970,114,0.4586000144481659
2000,1004,1073,1083,125,0.4984999895095825
1997,1005,534,458,117,0.47369998693466187
1998,1005,534,510,113,0.6637000441551208
1999,1005,534,857,81,0.5006000399589539
2000,1005,534,788,92,0.40619999170303345
1997,1006,668,244,131,0.3513999879360199
1998,1006,668,221,126,0.4470999836921692
1999,1006,668,156,170,0.49549999833106995
2000,1006,668,191,168,0.4106000065803528
1997,1007,1034,347,121,0.48980000615119934
1998,1007,1034,440,103,0.5645999908447266
1999,1007,1034,345,121,0.7357000112533569
2000,1007,1034,308,131,0.5393999814987183
1997,1008,2412,178,193,0.3029000163078308
1998,1008,2412,181,199,0.3165000081062317
1999,1008,2412,178,195,0.34150001406669617
2000,1008,2412,195,211,0.2619999945163727
1997,1009,1930,459,141,0.5327999591827393
1998,1009,1930,387,171,0.6598000526428223
1999,1009,1930,377,181,0.5385000109672546
2000,1009,1930,401,184,0.6687000393867493
1997,1010,1041,319,112,0.3481000065803528
1998,1010,1041,253,148,0.34380000829696655
1999,1010,1041,264,154,0.3720000088214874
2000,1010,1041,271,162,0.4458000063896179
1997,1011,2151,261,224,0.32499998807907104
1998,1011,2151,237,225,0.34310001134872437
1999,1011,2151,287,208,0.2677000164985657
2000,1011,2151,326,202,0.2533000111579895
1997,1012,2446,576,259,0.32019999623298645
1998,1012,2446,532,274,0.439300000667572
1999,1012,2446,548,266,0.4536000192165375
2000,1012,2446,640,270,0.4088999927043915
1997,1013,2423,177,262,0.2712000012397766
1998,1013,2423,201,265,0.25690001249313354
1999,1013,2423,246,251,0.26429998874664307
2000,1013,2423,273,251,0.2777999937534332
1997,1014,2191,153,249,0.3574000298976898
1998,1014,2191,158,239,0.31540000438690186
1999,1014,2191,136,273,0.3208000063896179
2000,1014,2191,123,294,0.29919999837875366
1997,1015,2555,488,187,0.26820001006126404
1998,1015,2555,487,189,0.24889999628067017
1999,1015,2555,582,181,0.23929999768733978
2000,1015,2555,535,198,0.2061000019311905
1997,1016,880,541,147,0.6133999824523926
1998,1016,880,603,158,0.6345999836921692
1999,1016,880,711,138,0.6629000306129456
2000,1016,880,638,171,0.5680000185966492
1997,1017,1053,399,120,0.44609999656677246
1998,1017,1053,445,110,0.6277000308036804
1999,1017,1053,460,120,0.6389999985694885
2000,1017,1053,505,121,0.5541999936103821
1997,1018,921,149,114,0.5687000155448914
1998,1018,921,72,112,0.33990001678466797
1999,1018,921,47,152,0.453499972820282
2000,1018,921,141,115,0.427700012922287
1997,1019,758,1444,135,0.5990000367164612
1998,1019,758,1698,121,0.5072000026702881
1999,1019,758,1898,114,0.4220000207424164
2000,1019,758,1876,131,0.3925999701023102
1997,1020,2076,541,291,0.4513000249862671
1998,1020,2076,593,260,0.45249998569488525
1999,1020,2076,568,281,0.428600013256073
2000,1020,2076,648,282,0.4966999888420105
1997,1021,267,908,158,0.9871000051498413
1998,1021,267,924,167,0.9683999419212341
1999,1021,267,852,184,0.9873999953269958
2000,1021,267,775,218,0.9878000020980835
1997,1022,365,113,190,0.9462000131607056
1998,1022,365,138,188,0.951200008392334
1999,1022,365,153,193,0.9139000177383423
2000,1022,365,152,220,0.9569999575614929
1997,1023,2412,135,337,0.4027000069618225
1998,1023,2412,125,353,0.40470001101493835
1999,1023,2412,118,364,0.36640000343322754
2000,1023,2412,128,362,0.35909998416900635
1997,1024,336,437,187,0.6861000061035156
1998,1024,336,454,193,0.7355000376701355
1999,1024,336,476,192,0.7369999885559082
2000,1024,336,541,188,0.6283000111579895
1997,1025,198,168,258,0.9890000224113464
1998,1025,198,157,258,0.9937999844551086
1999,1025,198,170,250,0.9847000241279602
2000,1025,198,150,291,0.9862000346183777
1997,1026,257,193,203,0.9510999917984009
1998,1026,257,186,197,0.9690000414848328
1999,1026,257,174,204,0.9718000292778015
2000,1026,257,160,233,0.9708000421524048
1997,1027,1928,167,279,0.6621000170707703
1998,1027,1928,185,280,0.6462999582290649
1999,1027,1928,143,315,0.7183999419212341
2000,1027,1928,194,290,0.7394000291824341
1997,1028,2371,328,314,0.4397999942302704
1998,1028,2371,357,303,0.4211999773979187
1999,1028,2371,339,312,0.39730000495910645
2000,1028,2371,465,316,0.5049999952316284
1997,1029,2522,837,404,0.41259998083114624
1998,1029,2522,884,372,0.3972000181674957
1999,1029,2522,910,392,0.36480000615119934
2000,1029,2522,1214,364,0.4138000011444092
1997,1030,2380,191,336,0.32169997692108154
1998,1030,2380,165,355,0.2635999917984009
1999,1030,2380,155,369,0.23829999566078186
2000,1030,2380,153,371,0.24809999763965607
1997,1031,958,135,135,0.5318000316619873
1998,1031,958,91,152,0.5857999920845032
1999,1031,958,82,180,0.5699000358581543
2000,1031,958,53,172,0.4968999922275543
1997,1032,2380,298,368,0.46150001883506775
1998,1032,2380,317,333,0.5063000321388245
1999,1032,2380,339,328,0.5401999950408936
2000,1032,2380,477,318,0.5959999561309814
1997,1033,813,309,299,0.8387999534606934
1998,1033,813,390,257,0.6215999722480774
1999,1033,813,392,274,0.5432000160217285
2000,1033,813,375,302,0.5742999911308289
1997,1034,920,906,151,0.839400053024292
1998,1034,920,906,158,0.82669997215271
1999,1034,920,929,165,0.7623999714851379
2000,1034,920,1282,132,0.7576000094413757
1997,1035,951,699,148,0.8680000305175781
1998,1035,951,618,162,0.8605000376701355
1999,1035,951,564,181,0.8241000175476074
2000,1035,951,495,181,0.8576000332832336
